variant,system,macro_f1_domain_avg,nn_at_1,nn_at_5,nn_at_10,nn_at_20,nmi,ari,silhouette,davies_bouldin,anisotropy,twonn_id,centroid_within_class_cross_domain,centroid_cross_class
XLM-R fine-tune,xlmr_ft,0.716896447784477,0.6754516196593653,0.6652261610299223,0.65859758347222,0.6493209137957828,0.27211247567682795,0.2801886865878291,0.15646611049771308,2.376678208310434,0.3876353996992111,16.965893195598714,,
+ DAPT,xlmr_dapt,0.7384933141599015,0.7051082895462681,0.690864751944085,0.6848736080921494,0.6789341439367642,0.33527947629446253,0.36466589475979155,0.19992485170563062,2.135603798787108,0.36209350526332856,15.151033158866095,,
+ SupCon (Full),full,0.7316908322282504,0.7026987550826946,0.694725591277335,0.691579991541356,0.6875772321712634,0.3418811227557377,0.390178112361075,0.26604663670063017,1.7914231540110392,0.8015338277816773,17.82025168550704,,
