regime,scope,system,seed,t,l1_from_matched,prior_neg,prior_neu,prior_pos,macro_f1
lodo,Finance,xlmr_ft,s42,1.0,0.512,0.28,0.55,0.17,0.779345930010703
lodo,Finance,xlmr_ft,s87,0.0,0.0,0.348,0.294,0.358,0.7785145498822956
lodo,Finance,xlmr_ft,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7821676704578281
lodo,Finance,xlmr_ft,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7851190817261138
lodo,Finance,xlmr_ft,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7874489142915512
lodo,Finance,xlmr_ft,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7892127696134003
lodo,Finance,xlmr_ft,s87,0.5,0.256,0.314,0.422,0.264,0.7904454601820636
lodo,Finance,xlmr_ft,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.791162745165047
lodo,Finance,xlmr_ft,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7913612204325843
lodo,Finance,xlmr_ft,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.7910161685274048
lodo,Finance,xlmr_ft,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.7900767228602118
lodo,Finance,xlmr_ft,s87,1.0,0.512,0.28,0.55,0.17,0.7884569737683641
lodo,Finance,xlmr_supcon,s100,0.0,0.0,0.348,0.294,0.358,0.7734075223628821
lodo,Finance,xlmr_supcon,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7765417229314201
lodo,Finance,xlmr_supcon,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7789855933156208
lodo,Finance,xlmr_supcon,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.780812503741129
lodo,Finance,xlmr_supcon,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7820708056587905
lodo,Finance,xlmr_supcon,s100,0.5,0.256,0.314,0.422,0.264,0.7827873865509275
lodo,Finance,xlmr_supcon,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7829691131534336
lodo,Finance,xlmr_supcon,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.782602313223586
lodo,Finance,xlmr_supcon,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7816500717035214
lodo,Finance,xlmr_supcon,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7800466461585868
lodo,Finance,xlmr_supcon,s100,1.0,0.512,0.28,0.55,0.17,0.777687561946285
lodo,Finance,xlmr_supcon,s13,0.0,0.0,0.348,0.294,0.358,0.7453597286961714
lodo,Finance,xlmr_supcon,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.750406385593089
lodo,Finance,xlmr_supcon,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7547113197684493
lodo,Finance,xlmr_supcon,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7583634615487606
lodo,Finance,xlmr_supcon,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7614281902065473
lodo,Finance,xlmr_supcon,s13,0.5,0.256,0.314,0.422,0.264,0.7639510230892487
lodo,Finance,xlmr_supcon,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.7659595554015448
lodo,Finance,xlmr_supcon,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7674637903922922
lodo,Finance,xlmr_supcon,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7684547064954007
lodo,Finance,xlmr_supcon,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7689005254960395
lodo,Finance,xlmr_supcon,s13,1.0,0.512,0.28,0.55,0.17,0.7687395219028761
lodo,Finance,xlmr_supcon,s21,0.0,0.0,0.348,0.294,0.358,0.7531710469236655
lodo,Finance,xlmr_supcon,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.7574438002765095
lodo,Finance,xlmr_supcon,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.7609851967666437
lodo,Finance,xlmr_supcon,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.7638799163483853
lodo,Finance,xlmr_supcon,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.7661887677534321
lodo,Finance,xlmr_supcon,s21,0.5,0.256,0.314,0.422,0.264,0.7679523457402934
lodo,Finance,xlmr_supcon,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.7691928469388286
lodo,Finance,xlmr_supcon,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.769914181713706
lodo,Finance,xlmr_supcon,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.7701002020134179
lodo,Finance,xlmr_supcon,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.7697104509693166
lodo,Finance,xlmr_supcon,s21,1.0,0.512,0.28,0.55,0.17,0.768672164140214
lodo,Finance,xlmr_supcon,s42,0.0,0.0,0.348,0.294,0.358,0.7751773461912439
lodo,Finance,xlmr_supcon,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7777230662419385
lodo,Finance,xlmr_supcon,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.779552240470195
lodo,Finance,xlmr_supcon,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.780730549081052
lodo,Finance,xlmr_supcon,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7812979337720556
lodo,Finance,xlmr_supcon,s42,0.5,0.256,0.314,0.422,0.264,0.7812717702440747
lodo,Finance,xlmr_supcon,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7806478633042714
lodo,Finance,xlmr_supcon,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.779399376709089
lodo,Finance,xlmr_supcon,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7774734280920829
lodo,Finance,xlmr_supcon,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7747846005846529
lodo,Finance,xlmr_supcon,s42,1.0,0.512,0.28,0.55,0.17,0.7712038788381567
lodo,Finance,xlmr_supcon,s87,0.0,0.0,0.348,0.294,0.358,0.7378396602486709
lodo,Finance,xlmr_supcon,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7404849912901453
lodo,Finance,xlmr_supcon,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7423491101879006
lodo,Finance,xlmr_supcon,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7434998348479218
lodo,Finance,xlmr_supcon,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7439798187517038
lodo,Finance,xlmr_supcon,s87,0.5,0.256,0.314,0.422,0.264,0.7438093580068905
lodo,Finance,xlmr_supcon,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.7429872112156212
lodo,Finance,xlmr_supcon,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7414894747200526
lodo,Finance,xlmr_supcon,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.7392662125249405
lodo,Finance,xlmr_supcon,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.7362350897609024
lodo,Finance,xlmr_supcon,s87,1.0,0.512,0.28,0.55,0.17,0.7322705442678497
lodo,Public,full,s100,0.0,0.0,0.348,0.294,0.358,0.7080607439952623
lodo,Public,full,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7117681920479436
lodo,Public,full,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7146241681324614
lodo,Public,full,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7166942211945558
lodo,Public,full,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7180213343991233
lodo,Public,full,s100,0.5,0.256,0.314,0.422,0.264,0.7186278367527912
lodo,Public,full,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7185157685832015
lodo,Public,full,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7176656455030318
lodo,Public,full,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7160333113748888
lodo,Public,full,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.713544217175096
lodo,Public,full,s100,1.0,0.512,0.28,0.55,0.17,0.71008389448654
lodo,Public,full,s13,0.0,0.0,0.348,0.294,0.358,0.7304048285959827
lodo,Public,full,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7343902395821532
lodo,Public,full,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.737520416601248
lodo,Public,full,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7398639248979628
lodo,Public,full,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7414658814941394
lodo,Public,full,s13,0.5,0.256,0.314,0.422,0.264,0.7423500660708903
lodo,Public,full,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.7425193953996804
lodo,Public,full,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7419547183844261
lodo,Public,full,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7406116179249617
lodo,Public,full,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7384145314254308
lodo,Public,full,s13,1.0,0.512,0.28,0.55,0.17,0.7352469002291597
lodo,Public,full,s21,0.0,0.0,0.348,0.294,0.358,0.7402268999895562
lodo,Public,full,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.744388284981666
lodo,Public,full,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.7477460104821488
lodo,Public,full,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.7503789371527377
lodo,Public,full,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.752343304021614
lodo,Public,full,s21,0.5,0.256,0.314,0.422,0.264,0.7536754934092645
lodo,Public,full,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.7543931858004059
lodo,Public,full,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.7544949230162862
lodo,Public,full,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.7539578194175914
lodo,Public,full,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.7527327725102934
lodo,Public,full,s21,1.0,0.512,0.28,0.55,0.17,0.7507358787217048
lodo,Public,full,s42,0.0,0.0,0.348,0.294,0.358,0.7258708261891265
lodo,Public,full,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7297027019605437
lodo,Public,full,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7327020660704889
lodo,Public,full,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.734939879922163
lodo,Public,full,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.736463374624349
lodo,Public,full,s42,0.5,0.256,0.314,0.422,0.264,0.7372984623115079
lodo,Public,full,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7374504540835614
lodo,Public,full,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7369030782510989
lodo,Public,full,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7356155131150243
lodo,Public,full,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7335167698907331
lodo,Public,full,s42,1.0,0.512,0.28,0.55,0.17,0.7304961566878508
lodo,Public,full,s87,0.0,0.0,0.348,0.294,0.358,0.7164095991535842
lodo,Public,full,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7215840351005918
lodo,Public,full,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7259203474166416
lodo,Public,full,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7294916149061512
lodo,Public,full,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7323481194672908
lodo,Public,full,s87,0.5,0.256,0.314,0.422,0.264,0.7345194475345713
lodo,Public,full,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.7360150119094425
lodo,Public,full,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7368229307140367
lodo,Public,full,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.7369069264630358
lodo,Public,full,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.736200516245586
lodo,Public,full,s87,1.0,0.512,0.28,0.55,0.17,0.734597115331001
lodo,Public,full_midinject,s100,0.0,0.0,0.348,0.294,0.358,0.72189582370732
lodo,Public,full_midinject,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7247827707673031
lodo,Public,full_midinject,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7268271648784399
lodo,Public,full_midinject,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7280925640533562
lodo,Public,full_midinject,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7286189223790225
lodo,Public,full_midinject,s100,0.5,0.256,0.314,0.422,0.264,0.7284246722437869
lodo,Public,full_midinject,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7275071222143475
lodo,Public,full_midinject,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7258411386761988
lodo,Public,full_midinject,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7233758038519836
lodo,Public,full_midinject,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7200283697812356
lodo,Public,full_midinject,s100,1.0,0.512,0.28,0.55,0.17,0.7156742376949823
lodo,Public,full_midinject,s13,0.0,0.0,0.348,0.294,0.358,0.7412476419752941
lodo,Public,full_midinject,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.742611074109698
lodo,Public,full_midinject,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7431690637004444
lodo,Public,full_midinject,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7429764621897448
lodo,Public,full_midinject,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7420627187870042
lodo,Public,full_midinject,s13,0.5,0.256,0.314,0.422,0.264,0.7404344408142586
lodo,Public,full_midinject,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.73807602015891
lodo,Public,full_midinject,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7349484201790387
lodo,Public,full_midinject,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7309859258049229
lodo,Public,full_midinject,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7260903152698702
lodo,Public,full_midinject,s13,1.0,0.512,0.28,0.55,0.17,0.7201214173188276
lodo,Public,full_midinject,s21,0.0,0.0,0.348,0.294,0.358,0.738232662053607
lodo,Public,full_midinject,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.7400367941447241
lodo,Public,full_midinject,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.7409709820162953
lodo,Public,full_midinject,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.7410902943637576
lodo,Public,full_midinject,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.7404245016058436
lodo,Public,full_midinject,s21,0.5,0.256,0.314,0.422,0.264,0.7389803125802401
lodo,Public,full_midinject,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.736741819444081
lodo,Public,full_midinject,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.7336692016581997
lodo,Public,full_midinject,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.7296954833472187
lodo,Public,full_midinject,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.7247208292895468
lodo,Public,full_midinject,s21,1.0,0.512,0.28,0.55,0.17,0.7186034208982255
lodo,Public,full_midinject,s42,0.0,0.0,0.348,0.294,0.358,0.770922615977217
lodo,Public,full_midinject,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7741490508168654
lodo,Public,full_midinject,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7765640886114679
lodo,Public,full_midinject,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.7782387941123622
lodo,Public,full_midinject,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7792184885746293
lodo,Public,full_midinject,s42,0.5,0.256,0.314,0.422,0.264,0.7795256173425417
lodo,Public,full_midinject,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7791606331176536
lodo,Public,full_midinject,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7781009416837028
lodo,Public,full_midinject,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7762976231262924
lodo,Public,full_midinject,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7736692066563512
lodo,Public,full_midinject,s42,1.0,0.512,0.28,0.55,0.17,0.7700910935483064
lodo,Public,full_midinject,s87,0.0,0.0,0.348,0.294,0.358,0.7541061667466643
lodo,Public,full_midinject,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7565303315725579
lodo,Public,full_midinject,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7581232205099658
lodo,Public,full_midinject,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7589477050476078
lodo,Public,full_midinject,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7590414644564437
lodo,Public,full_midinject,s87,0.5,0.256,0.314,0.422,0.264,0.7584193751973495
lodo,Public,full_midinject,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.7570740023934223
lodo,Public,full_midinject,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7549741997056838
lodo,Public,full_midinject,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.7520615116492154
lodo,Public,full_midinject,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.74824366342597
lodo,Public,full_midinject,s87,1.0,0.512,0.28,0.55,0.17,0.7433837868296793
lodo,Public,mdeberta_dapt,s100,0.0,0.0,0.348,0.294,0.358,0.7194403416138556
lodo,Public,mdeberta_dapt,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7233349914147862
lodo,Public,mdeberta_dapt,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.726394349090575
lodo,Public,mdeberta_dapt,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7286869924353313
lodo,Public,mdeberta_dapt,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7302582621943592
lodo,Public,mdeberta_dapt,s100,0.5,0.256,0.314,0.422,0.264,0.731132397267069
lodo,Public,mdeberta_dapt,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7313130182955166
lodo,Public,mdeberta_dapt,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7307819115779823
lodo,Public,mdeberta_dapt,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7294957832918434
lodo,Public,mdeberta_dapt,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.727380259567787
lodo,Public,mdeberta_dapt,s100,1.0,0.512,0.28,0.55,0.17,0.7243197658179473
lodo,Public,mdeberta_dapt,s13,0.0,0.0,0.348,0.294,0.358,0.7590810372909776
lodo,Public,mdeberta_dapt,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7612331393169204
lodo,Public,mdeberta_dapt,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7625699897718973
lodo,Public,mdeberta_dapt,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.763155381815012
lodo,Public,mdeberta_dapt,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7630276660588985
lodo,Public,mdeberta_dapt,s13,0.5,0.256,0.314,0.422,0.264,0.762202374097572
lodo,Public,mdeberta_dapt,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.7606728852114274
lodo,Public,mdeberta_dapt,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.758409177726891
lodo,Public,mdeberta_dapt,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7553543852775157
lodo,Public,mdeberta_dapt,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7514184667475012
lodo,Public,mdeberta_dapt,s13,1.0,0.512,0.28,0.55,0.17,0.7464676647121568
lodo,Public,mdeberta_dapt,s21,0.0,0.0,0.348,0.294,0.358,0.7342037818668632
lodo,Public,mdeberta_dapt,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.7372831296675547
lodo,Public,mdeberta_dapt,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.739508834759953
lodo,Public,mdeberta_dapt,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.7409455937067243
lodo,Public,mdeberta_dapt,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.7416348843878765
lodo,Public,mdeberta_dapt,s21,0.5,0.256,0.314,0.422,0.264,0.7415969148080387
lodo,Public,mdeberta_dapt,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.7408309280108206
lodo,Public,mdeberta_dapt,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.7393137998473587
lodo,Public,mdeberta_dapt,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.7369965878783676
lodo,Public,mdeberta_dapt,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.7337983002369781
lodo,Public,mdeberta_dapt,s21,1.0,0.512,0.28,0.55,0.17,0.729595523017728
lodo,Public,mdeberta_dapt,s42,0.0,0.0,0.348,0.294,0.358,0.7667221205765339
lodo,Public,mdeberta_dapt,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7693397978169086
lodo,Public,mdeberta_dapt,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7711609674824643
lodo,Public,mdeberta_dapt,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.7722553089192613
lodo,Public,mdeberta_dapt,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7726678440407292
lodo,Public,mdeberta_dapt,s42,0.5,0.256,0.314,0.422,0.264,0.7724216745210168
lodo,Public,mdeberta_dapt,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7715188100190935
lodo,Public,mdeberta_dapt,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7699391101741391
lodo,Public,mdeberta_dapt,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7676370299331553
lodo,Public,mdeberta_dapt,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7645354105358533
lodo,Public,mdeberta_dapt,s42,1.0,0.512,0.28,0.55,0.17,0.7605148379020216
lodo,Public,mdeberta_dapt,s87,0.0,0.0,0.348,0.294,0.358,0.7112339242786977
lodo,Public,mdeberta_dapt,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7149283941793945
lodo,Public,mdeberta_dapt,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7177968639647788
lodo,Public,mdeberta_dapt,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7199076203227928
lodo,Public,mdeberta_dapt,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7213073694333022
lodo,Public,mdeberta_dapt,s87,0.5,0.256,0.314,0.422,0.264,0.722023219643043
lodo,Public,mdeberta_dapt,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.7220631765750842
lodo,Public,mdeberta_dapt,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7214150902493525
lodo,Public,mdeberta_dapt,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.7200437361090799
lodo,Public,mdeberta_dapt,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.7178853424307275
lodo,Public,mdeberta_dapt,s87,1.0,0.512,0.28,0.55,0.17,0.7148382649330539
lodo,Public,mdeberta_ft,s100,0.0,0.0,0.348,0.294,0.358,0.7596886541943094
lodo,Public,mdeberta_ft,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7629918530412635
lodo,Public,mdeberta_ft,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7654933936164424
lodo,Public,mdeberta_ft,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7672680499072128
lodo,Public,mdeberta_ft,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7683670834816269
lodo,Public,mdeberta_ft,s100,0.5,0.256,0.314,0.422,0.264,0.7688209641036797
lodo,Public,mdeberta_ft,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7686403394774541
lodo,Public,mdeberta_ft,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7678152615987589
lodo,Public,mdeberta_ft,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.766312367044839
lodo,Public,mdeberta_ft,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7640692780687433
lodo,Public,mdeberta_ft,s100,1.0,0.512,0.28,0.55,0.17,0.7609847789628325
lodo,Public,mdeberta_ft,s13,0.0,0.0,0.348,0.294,0.358,0.7539588041357693
lodo,Public,mdeberta_ft,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7558309820307145
lodo,Public,mdeberta_ft,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7569347327856918
lodo,Public,mdeberta_ft,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7573343187248035
lodo,Public,mdeberta_ft,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7570696403010503
lodo,Public,mdeberta_ft,s13,0.5,0.256,0.314,0.422,0.264,0.7561588774492224
lodo,Public,mdeberta_ft,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.7545991978658129
lodo,Public,mdeberta_ft,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7523655596369926
lodo,Public,mdeberta_ft,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.749407297297223
lodo,Public,mdeberta_ft,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7456417320080146
lodo,Public,mdeberta_ft,s13,1.0,0.512,0.28,0.55,0.17,0.7409433307984875
lodo,Public,mdeberta_ft,s42,0.0,0.0,0.348,0.294,0.358,0.7669644557540418
lodo,Public,mdeberta_ft,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7651058797966982
lodo,Public,mdeberta_ft,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7625204779757161
lodo,Public,mdeberta_ft,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.75923317372848
lodo,Public,mdeberta_ft,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7552454093520197
lodo,Public,mdeberta_ft,s42,0.5,0.256,0.314,0.422,0.264,0.7505372883308669
lodo,Public,mdeberta_ft,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7450678365802134
lodo,Public,mdeberta_ft,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7387735651547928
lodo,Public,mdeberta_ft,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7315652466494525
lodo,Public,mdeberta_ft,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7233225453201833
lodo,Public,mdeberta_ft,s42,1.0,0.512,0.28,0.55,0.17,0.7138857981864146
lodo,Public,xlmr_dapt,s100,0.0,0.0,0.348,0.294,0.358,0.7464192428326767
lodo,Public,xlmr_dapt,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7500473455316922
lodo,Public,xlmr_dapt,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7528642972977152
lodo,Public,xlmr_dapt,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7549411437742384
lodo,Public,xlmr_dapt,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7563242854150681
lodo,Public,xlmr_dapt,s100,0.5,0.256,0.314,0.422,0.264,0.7570380816359074
lodo,Public,xlmr_dapt,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7570856052724767
lodo,Public,xlmr_dapt,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7564475524276708
lodo,Public,xlmr_dapt,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7550789962851386
lodo,Public,xlmr_dapt,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7529032459462948
lodo,Public,xlmr_dapt,s100,1.0,0.512,0.28,0.55,0.17,0.7498013843121752
lodo,Public,xlmr_dapt,s13,0.0,0.0,0.348,0.294,0.358,0.7423964981274432
lodo,Public,xlmr_dapt,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7455611166493264
lodo,Public,xlmr_dapt,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7478924001714855
lodo,Public,xlmr_dapt,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7494571127454476
lodo,Public,xlmr_dapt,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.750297136248696
lodo,Public,xlmr_dapt,s13,0.5,0.256,0.314,0.422,0.264,0.7504319130554488
lodo,Public,xlmr_dapt,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.7498590520468764
