regime,scope,system,seed,t,l1_from_matched,prior_neg,prior_neu,prior_pos,macro_f1
lodo,Public,xlmr_dapt,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7485531043356346
lodo,Public,xlmr_dapt,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7464622145547128
lodo,Public,xlmr_dapt,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7435019570046156
lodo,Public,xlmr_dapt,s13,1.0,0.512,0.28,0.55,0.17,0.7395450451980752
lodo,Public,xlmr_dapt,s42,0.0,0.0,0.348,0.294,0.358,0.7467761715691535
lodo,Public,xlmr_dapt,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7502649480931237
lodo,Public,xlmr_dapt,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7528975740924843
lodo,Public,xlmr_dapt,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.7547413489241804
lodo,Public,xlmr_dapt,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7558392447938692
lodo,Public,xlmr_dapt,s42,0.5,0.256,0.314,0.422,0.264,0.7562121369046215
lodo,Public,xlmr_dapt,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7558592933624947
lodo,Public,xlmr_dapt,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7547570989857283
lodo,Public,xlmr_dapt,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7528557014966658
lodo,Public,xlmr_dapt,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7500728818652217
lodo,Public,xlmr_dapt,s42,1.0,0.512,0.28,0.55,0.17,0.7462838373467745
lodo,Public,xlmr_ft,s100,0.0,0.0,0.348,0.294,0.358,0.7287904617068829
lodo,Public,xlmr_ft,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7332176744679665
lodo,Public,xlmr_ft,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7368604374371827
lodo,Public,xlmr_ft,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7397987450513103
lodo,Public,xlmr_ft,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7420902244675017
lodo,Public,xlmr_ft,s100,0.5,0.256,0.314,0.422,0.264,0.7437729753884454
lodo,Public,xlmr_ft,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7448668100387937
lodo,Public,xlmr_ft,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7453729187365724
lodo,Public,xlmr_ft,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7452717061740451
lodo,Public,xlmr_ft,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7445181507687657
lodo,Public,xlmr_ft,s100,1.0,0.512,0.28,0.55,0.17,0.7430333805537397
lodo,Public,xlmr_ft,s13,0.0,0.0,0.348,0.294,0.358,0.7638093887250476
lodo,Public,xlmr_ft,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7663316326302171
lodo,Public,xlmr_ft,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7680452869683584
lodo,Public,xlmr_ft,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7690152144089007
lodo,Public,xlmr_ft,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7692803433243706
lodo,Public,xlmr_ft,s13,0.5,0.256,0.314,0.422,0.264,0.7688563952267152
lodo,Public,xlmr_ft,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.767736592541524
lodo,Public,xlmr_ft,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7658903983388486
lodo,Public,xlmr_ft,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7632600063267395
lodo,Public,xlmr_ft,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7597538747615514
lodo,Public,xlmr_ft,s13,1.0,0.512,0.28,0.55,0.17,0.7552359446456037
lodo,Public,xlmr_ft,s21,0.0,0.0,0.348,0.294,0.358,0.7473718931580101
lodo,Public,xlmr_ft,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.751053109872147
lodo,Public,xlmr_ft,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.7539682353905901
lodo,Public,xlmr_ft,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.7561953482998552
lodo,Public,xlmr_ft,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.757788913261127
lodo,Public,xlmr_ft,s21,0.5,0.256,0.314,0.422,0.264,0.7587828852789685
lodo,Public,xlmr_ft,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.7591920250019748
lodo,Public,xlmr_ft,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.7590114888592473
lodo,Public,xlmr_ft,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.7582144457870572
lodo,Public,xlmr_ft,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.7567470518343303
lodo,Public,xlmr_ft,s21,1.0,0.512,0.28,0.55,0.17,0.7545194246618699
lodo,Public,xlmr_ft,s42,0.0,0.0,0.348,0.294,0.358,0.728572182923016
lodo,Public,xlmr_ft,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7315108617716154
lodo,Public,xlmr_ft,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7336196397969236
lodo,Public,xlmr_ft,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.7349634541526111
lodo,Public,xlmr_ft,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7355832496112954
lodo,Public,xlmr_ft,s42,0.5,0.256,0.314,0.422,0.264,0.7354981745000458
lodo,Public,xlmr_ft,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7347060153053596
lodo,Public,xlmr_ft,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7331818372558532
lodo,Public,xlmr_ft,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7308744999629866
lodo,Public,xlmr_ft,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.72770030979447
lodo,Public,xlmr_ft,s42,1.0,0.512,0.28,0.55,0.17,0.7235324178953157
lodo,Public,xlmr_ft,s87,0.0,0.0,0.348,0.294,0.358,0.7561465359630134
lodo,Public,xlmr_ft,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7580147352929263
lodo,Public,xlmr_ft,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7590783520108157
lodo,Public,xlmr_ft,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7593950500082269
lodo,Public,xlmr_ft,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7589966387808759
lodo,Public,xlmr_ft,s87,0.5,0.256,0.314,0.422,0.264,0.7578915766831117
lodo,Public,xlmr_ft,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.7560654546625939
lodo,Public,xlmr_ft,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7534795089969624
lodo,Public,xlmr_ft,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.750066884781767
lodo,Public,xlmr_ft,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.7457259630733751
lodo,Public,xlmr_ft,s87,1.0,0.512,0.28,0.55,0.17,0.7403094477155737
lodo,Public,xlmr_supcon,s100,0.0,0.0,0.348,0.294,0.358,0.7601029950481341
lodo,Public,xlmr_supcon,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7634630566163264
lodo,Public,xlmr_supcon,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7660157096565584
lodo,Public,xlmr_supcon,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7678323962563227
lodo,Public,xlmr_supcon,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7689593385846013
lodo,Public,xlmr_supcon,s100,0.5,0.256,0.314,0.422,0.264,0.7694202910899389
lodo,Public,xlmr_supcon,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.769217354194773
lodo,Public,xlmr_supcon,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7683298686584686
lodo,Public,xlmr_supcon,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7667110741593478
lodo,Public,xlmr_supcon,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7642817655019467
lodo,Public,xlmr_supcon,s100,1.0,0.512,0.28,0.55,0.17,0.7609194567827208
lodo,Public,xlmr_supcon,s13,0.0,0.0,0.348,0.294,0.358,0.7546519169498823
lodo,Public,xlmr_supcon,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7562532207607614
lodo,Public,xlmr_supcon,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.7570068747872939
lodo,Public,xlmr_supcon,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7569682005501467
lodo,Public,xlmr_supcon,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.7561661327195827
lodo,Public,xlmr_supcon,s13,0.5,0.256,0.314,0.422,0.264,0.754605755624668
lodo,Public,xlmr_supcon,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.7522688692405062
lodo,Public,xlmr_supcon,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.7491126749872281
lodo,Public,xlmr_supcon,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.7450663814706137
lodo,Public,xlmr_supcon,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.7400251894041278
lodo,Public,xlmr_supcon,s13,1.0,0.512,0.28,0.55,0.17,0.7338406299743215
lodo,Public,xlmr_supcon,s21,0.0,0.0,0.348,0.294,0.358,0.6456817150567846
lodo,Public,xlmr_supcon,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.6520374809190749
lodo,Public,xlmr_supcon,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.6575757365411895
lodo,Public,xlmr_supcon,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.6623600505879961
lodo,Public,xlmr_supcon,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.6664359749209479
lodo,Public,xlmr_supcon,s21,0.5,0.256,0.314,0.422,0.264,0.6698321002457059
lodo,Public,xlmr_supcon,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.6725599673488148
lodo,Public,xlmr_supcon,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.6746126740112114
lodo,Public,xlmr_supcon,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.675961796148895
lodo,Public,xlmr_supcon,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.6765518919579847
lodo,Public,xlmr_supcon,s21,1.0,0.512,0.28,0.55,0.17,0.67629124841288
lodo,Public,xlmr_supcon,s42,0.0,0.0,0.348,0.294,0.358,0.737188149988295
lodo,Public,xlmr_supcon,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.740769060820523
lodo,Public,xlmr_supcon,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7435075891717494
lodo,Public,xlmr_supcon,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.7454710167537651
lodo,Public,xlmr_supcon,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7467023855763543
lodo,Public,xlmr_supcon,s42,0.5,0.256,0.314,0.422,0.264,0.7472226957705872
lodo,Public,xlmr_supcon,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.7470313401195816
lodo,Public,xlmr_supcon,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.7461047334478436
lodo,Public,xlmr_supcon,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.7443927951230872
lodo,Public,xlmr_supcon,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.7418125294415243
lodo,Public,xlmr_supcon,s42,1.0,0.512,0.28,0.55,0.17,0.7382372822852007
lodo,Public,xlmr_supcon,s87,0.0,0.0,0.348,0.294,0.358,0.7343995002063909
lodo,Public,xlmr_supcon,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7380535360615558
lodo,Public,xlmr_supcon,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7408821181177112
lodo,Public,xlmr_supcon,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.7429548014275117
lodo,Public,xlmr_supcon,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.7443169794994907
lodo,Public,xlmr_supcon,s87,0.5,0.256,0.314,0.422,0.264,0.7449922640833361
lodo,Public,xlmr_supcon,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.7449830903414161
lodo,Public,xlmr_supcon,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.7442695254150751
lodo,Public,xlmr_supcon,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.7428059548977647
lodo,Public,xlmr_supcon,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.7405149052810175
lodo,Public,xlmr_supcon,s87,1.0,0.512,0.28,0.55,0.17,0.7372765876052837
lodo,Retail,full,s100,0.0,0.0,0.348,0.294,0.358,0.7235663579573558
lodo,Retail,full,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.7241130305576662
lodo,Retail,full,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.7238673079140936
lodo,Retail,full,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.7228815996588979
lodo,Retail,full,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.7211837609634529
lodo,Retail,full,s100,0.5,0.256,0.314,0.422,0.264,0.7187792428908842
lodo,Retail,full,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.7156513294858273
lodo,Retail,full,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.7117594705454229
lodo,Retail,full,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.7070354041667247
lodo,Retail,full,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.7013763592974445
lodo,Retail,full,s100,1.0,0.512,0.28,0.55,0.17,0.6946340103789609
lodo,Retail,full,s13,0.0,0.0,0.348,0.294,0.358,0.6568785732934401
lodo,Retail,full,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.6581950178325616
lodo,Retail,full,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.6586280096640319
lodo,Retail,full,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.6582236116505257
lodo,Retail,full,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.6570044521979879
lodo,Retail,full,s13,0.5,0.256,0.314,0.422,0.264,0.6549715434396279
lodo,Retail,full,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.6521045883386329
lodo,Retail,full,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.6483608264873443
lodo,Retail,full,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.6436722774991814
lodo,Retail,full,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.6379410208537856
lodo,Retail,full,s13,1.0,0.512,0.28,0.55,0.17,0.631031851722247
lodo,Retail,full,s21,0.0,0.0,0.348,0.294,0.358,0.6816580555168383
lodo,Retail,full,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.6820933038688404
lodo,Retail,full,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.6816767879627864
lodo,Retail,full,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.6804526592415737
lodo,Retail,full,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.6784413731852013
lodo,Retail,full,s21,0.5,0.256,0.314,0.422,0.264,0.6756414871653256
lodo,Retail,full,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.6720298240833639
lodo,Retail,full,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.6675600355127255
lodo,Retail,full,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.6621593732438659
lodo,Retail,full,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.6557232104881031
lodo,Retail,full,s21,1.0,0.512,0.28,0.55,0.17,0.6481064769183394
lodo,Retail,full,s42,0.0,0.0,0.348,0.294,0.358,0.688104456340445
lodo,Retail,full,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.6890277909045751
lodo,Retail,full,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.689099170986678
lodo,Retail,full,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.6883665112908354
lodo,Retail,full,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.6868530728831864
lodo,Retail,full,s42,0.5,0.256,0.314,0.422,0.264,0.6845595920222481
lodo,Retail,full,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.6814646760045183
lodo,Retail,full,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.6775235390991887
lodo,Retail,full,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.6726649140749442
lodo,Retail,full,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.6667857006892189
lodo,Retail,full,s42,1.0,0.512,0.28,0.55,0.17,0.6597425333704817
lodo,Retail,full,s87,0.0,0.0,0.348,0.294,0.358,0.6914159815961175
lodo,Retail,full,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.6909662844657367
lodo,Retail,full,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.6896824254523727
lodo,Retail,full,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.6876047457471226
lodo,Retail,full,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.6847495156362564
lodo,Retail,full,s87,0.5,0.256,0.314,0.422,0.264,0.6811109716593883
lodo,Retail,full,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.6766616481832188
lodo,Retail,full,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.6713510968635125
lodo,Retail,full,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.6651028585239988
lodo,Retail,full,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.6578092978521994
lodo,Retail,full,s87,1.0,0.512,0.28,0.55,0.17,0.649323571025651
lodo,Retail,full_midinject,s100,0.0,0.0,0.348,0.294,0.358,0.6811226952561293
lodo,Retail,full_midinject,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.6811623755343437
lodo,Retail,full_midinject,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.6803424033574106
lodo,Retail,full_midinject,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.6787049391012236
lodo,Retail,full_midinject,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.6762678492971018
lodo,Retail,full_midinject,s100,0.5,0.256,0.314,0.422,0.264,0.6730268836864225
lodo,Retail,full_midinject,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.6689561932775548
lodo,Retail,full_midinject,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.6640073100278098
lodo,Retail,full_midinject,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.6581064987376383
lodo,Retail,full_midinject,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.6511501682508097
lodo,Retail,full_midinject,s100,1.0,0.512,0.28,0.55,0.17,0.6429977416226741
lodo,Retail,full_midinject,s13,0.0,0.0,0.348,0.294,0.358,0.6696879580637561
lodo,Retail,full_midinject,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.6700476541489082
lodo,Retail,full_midinject,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.6695416652159188
lodo,Retail,full_midinject,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.6682132383018629
lodo,Retail,full_midinject,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.6660821250722829
lodo,Retail,full_midinject,s13,0.5,0.256,0.314,0.422,0.264,0.6631465376453559
lodo,Retail,full_midinject,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.6593835507008894
lodo,Retail,full_midinject,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.6547480316891182
lodo,Retail,full_midinject,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.6491699854394354
lodo,Retail,full_midinject,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.6425499827985485
lodo,Retail,full_midinject,s13,1.0,0.512,0.28,0.55,0.17,0.6347520562442955
lodo,Retail,full_midinject,s21,0.0,0.0,0.348,0.294,0.358,0.6869901761643183
lodo,Retail,full_midinject,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.6845988323740944
lodo,Retail,full_midinject,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.6814429263728857
lodo,Retail,full_midinject,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.6775502308542437
lodo,Retail,full_midinject,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.6729264148566023
lodo,Retail,full_midinject,s21,0.5,0.256,0.314,0.422,0.264,0.6675571118887325
lodo,Retail,full_midinject,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.6614083911358613
lodo,Retail,full_midinject,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.6544258008633371
lodo,Retail,full_midinject,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.6465319480208509
lodo,Retail,full_midinject,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.6376223779645321
lodo,Retail,full_midinject,s21,1.0,0.512,0.28,0.55,0.17,0.6275592779392434
lodo,Retail,full_midinject,s42,0.0,0.0,0.348,0.294,0.358,0.696207912229771
lodo,Retail,full_midinject,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.6948983422383396
lodo,Retail,full_midinject,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.6927792529025049
lodo,Retail,full_midinject,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.6898864584367397
lodo,Retail,full_midinject,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.686231940227449
lodo,Retail,full_midinject,s42,0.5,0.256,0.314,0.422,0.264,0.6818059933949171
lodo,Retail,full_midinject,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.6765776464193826
lodo,Retail,full_midinject,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.6704934900028295
lodo,Retail,full_midinject,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.6634748218329235
lodo,Retail,full_midinject,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.6554127728420654
lodo,Retail,full_midinject,s42,1.0,0.512,0.28,0.55,0.17,0.6461607711322033
lodo,Retail,full_midinject,s87,0.0,0.0,0.348,0.294,0.358,0.6919281906444678
lodo,Retail,full_midinject,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.691337295981771
lodo,Retail,full_midinject,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.6899388968998593
lodo,Retail,full_midinject,s87,0.3,0.1536,0.3276,0.3708,0.3016,0.6877724653448497
lodo,Retail,full_midinject,s87,0.4,0.2048,0.3208,0.3964,0.2828,0.684853340681728
lodo,Retail,full_midinject,s87,0.5,0.256,0.314,0.422,0.264,0.6811749009435868
lodo,Retail,full_midinject,s87,0.6,0.3072,0.3072,0.4476,0.2452,0.6767089701079395
lodo,Retail,full_midinject,s87,0.7,0.3584,0.3004,0.4732,0.2264,0.6714045801399743
lodo,Retail,full_midinject,s87,0.8,0.4096,0.2936,0.4988,0.2076,0.665184965652667
lodo,Retail,full_midinject,s87,0.9,0.4608,0.2868,0.5244,0.1888,0.6579424071768339
lodo,Retail,full_midinject,s87,1.0,0.512,0.28,0.55,0.17,0.6495301922596407
lodo,Retail,mdeberta_dapt,s100,0.0,0.0,0.348,0.294,0.358,0.6551811105793823
lodo,Retail,mdeberta_dapt,s100,0.1,0.0512,0.3412,0.3196,0.3392,0.6563245715176301
lodo,Retail,mdeberta_dapt,s100,0.2,0.1024,0.3344,0.3452,0.3204,0.6565602092740379
lodo,Retail,mdeberta_dapt,s100,0.3,0.1536,0.3276,0.3708,0.3016,0.6559312729335026
lodo,Retail,mdeberta_dapt,s100,0.4,0.2048,0.3208,0.3964,0.2828,0.6544574707054034
lodo,Retail,mdeberta_dapt,s100,0.5,0.256,0.314,0.422,0.264,0.6521367192422289
lodo,Retail,mdeberta_dapt,s100,0.6,0.3072,0.3072,0.4476,0.2452,0.6489454166412622
lodo,Retail,mdeberta_dapt,s100,0.7,0.3584,0.3004,0.4732,0.2264,0.6448372947880587
lodo,Retail,mdeberta_dapt,s100,0.8,0.4096,0.2936,0.4988,0.2076,0.639740728208367
lodo,Retail,mdeberta_dapt,s100,0.9,0.4608,0.2868,0.5244,0.1888,0.633554175346543
lodo,Retail,mdeberta_dapt,s100,1.0,0.512,0.28,0.55,0.17,0.6261391608496079
lodo,Retail,mdeberta_dapt,s13,0.0,0.0,0.348,0.294,0.358,0.7065985956597819
lodo,Retail,mdeberta_dapt,s13,0.1,0.0512,0.3412,0.3196,0.3392,0.7054186930194509
lodo,Retail,mdeberta_dapt,s13,0.2,0.1024,0.3344,0.3452,0.3204,0.703427495715923
lodo,Retail,mdeberta_dapt,s13,0.3,0.1536,0.3276,0.3708,0.3016,0.7006601827330904
lodo,Retail,mdeberta_dapt,s13,0.4,0.2048,0.3208,0.3964,0.2828,0.697127891443499
lodo,Retail,mdeberta_dapt,s13,0.5,0.256,0.314,0.422,0.264,0.6928199559862936
lodo,Retail,mdeberta_dapt,s13,0.6,0.3072,0.3072,0.4476,0.2452,0.6877044015516397
lodo,Retail,mdeberta_dapt,s13,0.7,0.3584,0.3004,0.4732,0.2264,0.6817268517184738
lodo,Retail,mdeberta_dapt,s13,0.8,0.4096,0.2936,0.4988,0.2076,0.6748077767067254
lodo,Retail,mdeberta_dapt,s13,0.9,0.4608,0.2868,0.5244,0.1888,0.6668377758071639
lodo,Retail,mdeberta_dapt,s13,1.0,0.512,0.28,0.55,0.17,0.6576702927345311
lodo,Retail,mdeberta_dapt,s21,0.0,0.0,0.348,0.294,0.358,0.6883499385063928
lodo,Retail,mdeberta_dapt,s21,0.1,0.0512,0.3412,0.3196,0.3392,0.686118904492821
lodo,Retail,mdeberta_dapt,s21,0.2,0.1024,0.3344,0.3452,0.3204,0.6831431097883175
lodo,Retail,mdeberta_dapt,s21,0.3,0.1536,0.3276,0.3708,0.3016,0.6794510188604047
lodo,Retail,mdeberta_dapt,s21,0.4,0.2048,0.3208,0.3964,0.2828,0.6750485990005385
lodo,Retail,mdeberta_dapt,s21,0.5,0.256,0.314,0.422,0.264,0.6699213037165008
lodo,Retail,mdeberta_dapt,s21,0.6,0.3072,0.3072,0.4476,0.2452,0.6640343592092511
lodo,Retail,mdeberta_dapt,s21,0.7,0.3584,0.3004,0.4732,0.2264,0.6573314955101298
lodo,Retail,mdeberta_dapt,s21,0.8,0.4096,0.2936,0.4988,0.2076,0.6497320313397097
lodo,Retail,mdeberta_dapt,s21,0.9,0.4608,0.2868,0.5244,0.1888,0.6411259810851243
lodo,Retail,mdeberta_dapt,s21,1.0,0.512,0.28,0.55,0.17,0.6313665455047558
lodo,Retail,mdeberta_dapt,s42,0.0,0.0,0.348,0.294,0.358,0.7137205807498397
lodo,Retail,mdeberta_dapt,s42,0.1,0.0512,0.3412,0.3196,0.3392,0.7129234968260203
lodo,Retail,mdeberta_dapt,s42,0.2,0.1024,0.3344,0.3452,0.3204,0.7113073377762354
lodo,Retail,mdeberta_dapt,s42,0.3,0.1536,0.3276,0.3708,0.3016,0.7089113517559844
lodo,Retail,mdeberta_dapt,s42,0.4,0.2048,0.3208,0.3964,0.2828,0.7057501688753112
lodo,Retail,mdeberta_dapt,s42,0.5,0.256,0.314,0.422,0.264,0.7018161692687532
lodo,Retail,mdeberta_dapt,s42,0.6,0.3072,0.3072,0.4476,0.2452,0.6970800493731518
lodo,Retail,mdeberta_dapt,s42,0.7,0.3584,0.3004,0.4732,0.2264,0.691489745103605
lodo,Retail,mdeberta_dapt,s42,0.8,0.4096,0.2936,0.4988,0.2076,0.6849676300946618
lodo,Retail,mdeberta_dapt,s42,0.9,0.4608,0.2868,0.5244,0.1888,0.6774056576097832
lodo,Retail,mdeberta_dapt,s42,1.0,0.512,0.28,0.55,0.17,0.6686577966828241
lodo,Retail,mdeberta_dapt,s87,0.0,0.0,0.348,0.294,0.358,0.7021318398289264
lodo,Retail,mdeberta_dapt,s87,0.1,0.0512,0.3412,0.3196,0.3392,0.7024067494453369
lodo,Retail,mdeberta_dapt,s87,0.2,0.1024,0.3344,0.3452,0.3204,0.7018203395303049
